"state","bioguide","thomas","govtrack","opensecrets","votesmart","party","status","majority_leader","majority_whip","minority_leader","minority_whip","class","gender","ethnicity","name","slug","date_of_birth","entered_office","term_end","latitude","longitude","address","website","phone","twitter_url","facebook_url","photo_url","biography"
"NC","B001135","00153","400054","N00002221","21787","republican","active",false,false,false,false,"III","male","white","Richard Burr","richard-burr","1955-11-30","2005-01-03","2023-01-03",38.892542,-77.007415,"217 Russell Senate Office Building Washington DC 20510","http://www.burr.senate.gov","202-224-3154","https://twitter.com/SenatorBurr","https://www.facebook.com/SenatorRichardBurr","https://cdn.civil.services/senate/headshots/512x512/richard-burr.jpg","Richard Burr, a Senator and a Representative from North Carolina; born in Charlottesville, Albemarle County, Va., November 30, 1955; graduated from Reynolds High School, Winston-Salem, N.C., 1974; B.A., Wake Forest University, Winston-Salem, N.C., 1978; unsuccessful candidate for election to the One Hundred Third Congress in 1992; elected as a Republican to the One Hundred Fourth and to the four succeeding Congresses (January 3, 1995-January 3, 2005); was not a candidate for reelection to the House of Representatives, but was elected to the United States Senate in 2004; reelected in 2010 for the term ending January 3, 2017; Chair, Select Committee on Intelligence (One Hundred Fourteenth Congress)."
"NC","T000476","02291","412668","N00035492",,"republican","active",false,false,false,false,"II","male","white","Thom Tillis","thom-tillis","1960-08-30","2015-01-03","2021-01-03",38.892947,-77.075686,"185 Dirksen Senate Office Building Washington DC 20510","http://www.tillis.senate.gov","202-224-6342","https://twitter.com/senthomtillis","https://www.facebook.com/SenatorThomTillis","https://cdn.civil.services/senate/headshots/512x512/thom-tillis.jpg","Thom Tillis, a Senator from North Carolina; born in Jacksonville, Duval County, Fla., August 30, 1960; B.A., University of Maryland University College, 1997; management consultant; member of the Cornelius (N.C.) board of commissioners 2003-2005; Member of the North Carolina house of representatives 2007-2014, serving as speaker of the House 2011-2014; elected as a Republican to the United States Senate in 2014 for the term ending January 3, 2021."
"ND","H001061","02079","412494","N00031688","41788","republican","active",false,false,false,false,"III","male","white","John Hoeven","john-hoeven","1957-03-13","2011-01-03","2023-01-03",38.892542,-77.007415,"338 Russell Senate Office Building Washington DC 20510","http://www.hoeven.senate.gov","202-224-2551","https://twitter.com/SenJohnHoeven","https://www.facebook.com/SenatorJohnHoeven","https://cdn.civil.services/senate/headshots/512x512/john-hoeven.jpg","John Hoeven, a Senator from North Dakota; born in Bismarck, N.D., March 13, 1957; graduated Dartmouth College, B.A., 1979; graduated Northwestern University, M.B.A., 1981; bank president and CEO; governor of North Dakota 2000-2010; elected as a Republican to the United States Senate in 2010 for the term ending January 3, 2017."
"ND","H001069","02174","412554","N00033782","41716","democrat","active",false,false,false,false,"I","female","white","Heidi Heitkamp","heidi-heitkamp","1955-10-30","2013-01-03","2019-01-03",38.892839,-77.004356,"110 Hart Senate Office Building Washington DC 20510","http://www.heitkamp.senate.gov","202-224-2043","https://twitter.com/SenatorHeitkamp","https://www.facebook.com/SenatorHeidiHeitkamp","https://cdn.civil.services/senate/headshots/512x512/heidi-heitkamp.jpg","Heidi Heitkamp, a Senator from North Dakota; born in Breckenridge, Minn., October 30, 1955; graduated University of North Dakota, B.A., 1977; graduated Lewis & Clark College, J.D., 1980; lawyer, Environmental Protection Agency 1980-1981; lawyer, Office of the North Dakota State Tax Commissioner 1981-1986; director, Dakota Gasification Company; tax commissioner of North Dakota 1986-1992; attorney general of North Dakota 1992-2000; unsuccessful Democratic candidate for governor of North Dakota in 2000; elected as a Democrat to the United States Senate in 2012 for the term ending January 3, 2019."
"NE","F000463","02179","412556","N00033443","41963","republican","active",false,false,false,false,"I","female","white","Deb Fischer","deb-fischer","1951-03-01","2013-01-03","2019-01-03",38.892542,-77.007415,"454 Russell Senate Office Building Washington DC 20510","http://www.fischer.senate.gov","202-224-6551","https://twitter.com/SenatorFischer","https://www.facebook.com/senatordebfischer","https://cdn.civil.services/senate/headshots/512x512/deb-fischer.jpg","Deb Fischer, a Senator from Nebraska; born in Lincoln, Neb., March 1, 1951; graduated University of Nebraska, B.S., 1988; rancher; Valentine Rural High School Board of Education 1990-2004; Nebraska Coordinating Commission for Postsecondary Education 2000-2004; Nebraska Unicameral Legislature 2005-2012; elected as a Republican to the United States Senate in 2012 for the term ending January 3, 2019."
"NE","S001197","02289","412671","N00035544",,"republican","active",false,false,false,false,"II","male","white","Benjamin Sasse","benjamin-sasse","1972-02-22","2015-01-03","2021-01-03",38.892542,-77.007415,"386A Russell Senate Office Building Washington DC 20510","http://www.sasse.senate.gov","202-224-4224","https://twitter.com/SenSasse","https://www.facebook.com/SenatorSasse","https://cdn.civil.services/senate/headshots/512x512/benjamin-sasse.jpg","Benjamin Sasse, a Senator from Nebraska; born in Plainview, Pierce County, Nebr., February 22, 1972; B.A., Harvard University, 1994; M.A., St. John's College, Annapolis, Md., 1998; Ph.D., Yale University, 2004; management consultant; University professor; chief of staff to U.S. Representative Jeff Fortenberry; counselor to the secretary, U.S. Department of Health and Human Services; assistant secretary for planning and evaluation, U.S. Department of Health and Human Services; president of Midland University, Fremont, Nebr.; elected as a Republican to the United States Senate in 2014 for the term ending January 3, 2021."
"NH","S001181","01901","412323","N00024790","1663","democrat","active",false,false,false,false,"II","female","white","Jeanne Shaheen","jeanne-shaheen","1947-01-28","2009-01-03","2021-01-13",38.892839,-77.004356,"506 Hart Senate Office Building Washington DC 20510","http://www.shaheen.senate.gov","202-224-2841","https://twitter.com/SenatorShaheen","https://www.facebook.com/SenatorShaheen","https://cdn.civil.services/senate/headshots/512x512/jeanne-shaheen.jpg","Jeanne Shaheen, a Senator from New Hampshire; born in St. Charles, Mo., January 28, 1947; B.A., Shippensburg State College, Shippensburg, Penn., 1969; M.S.S., University of Mississippi, 1973; New Hampshire State Senator, 1990-1996; governor of New Hampshire, 1997-2003; unsuccessful candidate for election to the United States Senate in 2002; elected as a Democrat to the United States Senate in 2008; reelected in 2014 for the term ending January 3, 2021."
"NH","H001076",,"412680",,"42552","democrat","active",false,false,false,false,"III","female","white","Maggie Hassan","maggie-hassan","1958-02-27","2017-01-03","2023-01-03",38.892542,-77.007415,"144 Russell Senate Office Building Washington DC 20510","http://www.hassan.senate.gov","202-224-3324","https://twitter.com/maggie_hassan","https://www.facebook.com/maggiefornh","https://cdn.civil.services/senate/headshots/512x512/maggie-hassan.jpg","Maggie Hassan, a Senator from New Hampshire; born in Boston, Mass., February 27, 1958; B.A., Brown University, 1980; J.D., Northeastern University School of Law, 1985; lawyer; member of the New Hampshire Advisory Committee to the Adequacy in Education and Finance Commission; member of the New Hampshire state Senate 2005-2010, serving as majority leader 2008-2010; governor of New Hampshire 2013-2016; elected as a Democrat to the United States Senate in 2016 for the term ending January 3, 2023."
"NJ","M000639","00791","400272","N00000699","26961","democrat","active",false,false,false,false,"I","male","hispanic-american","Robert Menendez","robert-menendez","1954-01-01","2006-01-18","2019-01-03",38.892839,-77.004356,"528 Hart Senate Office Building Washington DC 20510","http://menendez.senate.gov","202-224-4744","https://twitter.com/SenatorMenendez","https://www.facebook.com/senatormenendez","https://cdn.civil.services/senate/headshots/512x512/robert-menendez.jpg","Robert Menendez, a Senator and a Representative from New Jersey; born in New York, N.Y., on January 1, 1954; graduated from Union Hill High School, Union City, N.J., 1972; B.A., Saint Peter's College, Jersey City, N.J., 1976; J.D., Rutgers University School of Law, Newark, N.J., 1979; lawyer, private practice; member of the Union City, N.J., board of education 1974-1978, and chief financial officer 1978-1982; mayor of Union City, N.J., 1986-1992; member of the New Jersey state general assembly 1987-1991; Member of the New Jersey state Senate 1991-1993; elected as a Democrat to the One Hundred Third and to the six succeeding Congresses, and served from January 3, 1993, to January 16, 2006, when he resigned to become a U.S. senator; chair, House Democratic Caucus (One Hundred Eighth through One Hundred Ninth Congresses); appointed on January 17, 2006, to the United States Senate to fill vacancy caused by resignation of Jon S. Corzine; service began on January 17, 2006, and took the oath of office on January 18, 2006; elected to the U.S. Senate in 2006 for the term commencing January 3, 2007; reelected in 2012 for the term ending January 3, 2019; chair, Democratic Senatorial Campaign Committee (2008-2011), Committee on Foreign Relations (One Hundred Thirteenth Congress [February 1, 2013-January 3, 2015])."
"NJ","B001288","02194","412598","N00035267","76151","democrat","active",false,false,false,false,"II","male","african-american","Cory Booker","cory-booker","1969-04-27","2013-10-31","2021-01-03",38.892947,-77.075686,"359 Dirksen Senate Office Building Washington DC 20510","http://www.booker.senate.gov","202-224-3224","https://twitter.com/CoryBooker","https://www.facebook.com/corybooker","https://cdn.civil.services/senate/headshots/512x512/cory-booker.jpg","Cory Booker, a Senator from New Jersey; born on April 27, 1969, in Washington, D.C.; graduated Northern Valley Regional High School, Old Tappan, N.J., 1987; B.A., Stanford University, 1991; M.A., Stanford University, 1992; attended The Queen's College, University of Oxford, Oxford, England, as a Rhodes Scholar and received a graduate degree in 1994; J.D., Yale Law School, 1997; worked as an attorney in the non-profit sector; Newark City Council 1998-2002; Mayor of Newark, N.J. 2006-2013; elected as a Democrat to the United States Senate in a special election on October 16, 2013, to fill the vacancy caused by the death of Frank Lautenberg, a seat subsequently held by appointed Senator Jeffrey Chiesa, and took the oath of office on October 31, 2013; reelected in 2014 for the term ending January 3, 2021."
"NM","H001046","01937","412281","N00029835","74517","democrat","active",false,false,false,false,"I","male","white","Martin Heinrich","martin-heinrich","1971-10-17","2013-01-03","2019-01-03",38.892839,-77.004356,"303 Hart Senate Office Building Washington DC 20510","http://www.heinrich.senate.gov","202-224-5521","https://twitter.com/MartinHeinrich","https://www.facebook.com/MartinHeinrich","https://cdn.civil.services/senate/headshots/512x512/martin-heinrich.jpg","Martin Heinrich, a Senator and a Representative from New Mexico; born in Fallon, Churchill County, Nev.; October 17, 1971; B. S., University of Missouri, Columbia, Mo., 1995; attended University of New Mexico, Albuquerque, N. Mex., 2001-2002; engineer; business owner; member, Albuquerque, N. Mex., city council, 2003-2007; President, Albuquerque, N. Mex., city council, 2005-2006; trustee, New Mexico state natural resources, 2006; elected as a Democrat to the One Hundred Eleventh and to the succeeding Congress (January 3, 2009-January 3, 2013); was not a candidate for reelection to the House of Representatives but was elected as a Democrat to the United States Senate in 2012 for the term ending January 3, 2019."
"NM","U000039","01567","400413","N00006561","22658","democrat","active",false,false,false,false,"II","male","white","Tom Udall","tom-udall","1948-05-18","2009-01-03","2021-01-03",38.892839,-77.004356,"531 Hart Senate Office Building Washington DC 20510","http://www.tomudall.senate.gov","202-224-6621","https://twitter.com/SenatorTomUdall","https://www.facebook.com/senatortomudall","https://cdn.civil.services/senate/headshots/512x512/tom-udall.jpg","Tom Udall (son of Stewart Lee Udall; nephew of Morris K. Udall; cousin of Mark Udall; cousin of Gordon H. Smith), a Senator and a Representative from New Mexico; born in Tucson, Pima County, Ariz., May 18, 1948; graduated from Prescott College, Prescott, Ariz., 1970; Bachelor of Law, Cambridge University, England, 1975; J.D., University of New Mexico School of Law, Albuquerque, N.M., 1977; appointed Assistant United States Attorney for the District of New Mexico, criminal division 1978-1981; served as Chief Counsel to the New Mexico Department of Health and Environment; Attorney General, State of New Mexico, 1990-1998; elected as a Democrat to the One Hundred Sixth and to the four succeeding Congresses (January 3, 1999-January 3, 2009); not a candidate for reelection to the House of Representatives but was elected as a Democrat to the United States Senate in 2008; reelected in 2014 for the term ending January 3, 2021."
"NV","H001041","01863","412218","N00027522","2291","republican","active",false,false,false,false,"I","male","white","Dean Heller","dean-heller","1960-05-10","2011-05-09","2019-01-03",38.892839,-77.004356,"324 Hart Senate Office Building Washington DC 20510","http://www.heller.senate.gov","202-224-6244","https://twitter.com/SenDeanHeller","https://www.facebook.com/SenDeanHeller","https://cdn.civil.services/senate/headshots/512x512/dean-heller.jpg","Dean Heller, a Senator and a Representative from Nevada; born in Castro Valley, Alameda County, Calif., May 10, 1960; graduated from Carson High School, Carson City, Nev.; B.S., University of Southern California, Los Angeles, Calif., 1985; member of the Nevada state assembly 1990-1994; Nevada secretary of state 1995-2007; elected as a Republican to the One Hundred Tenth and to the two succeeding Congresses, and served from January 3, 2007, to May 9, 2011, when he resigned to become a U.S. Senator; appointed May 3, 2011, to the United States Senate for the term ending January 3, 2013, to fill the vacancy caused by the resignation of John E. Ensign; took the oath of office on May 9, 2011; subsequently elected in 2012 for the term ending January 3, 2019."
"NV","C001113",,"412681",,"69579","democrat","active",false,false,false,false,"III","female","hispanic-american","Catherine Cortez Masto","catherine-cortez-masto","1964-03-29","2017-01-03","2023-01-03",38.892839,-77.004356,"522 Hart Senate Office Building Washington DC 20510","http://www.masto.senate.gov","202-224-3542","https://twitter.com/catherinefornv","https://www.facebook.com/catherinecortezmasto","https://cdn.civil.services/senate/headshots/512x512/catherine-cortez-masto.jpg","Catherine Cortez Masto, a Senator from Nevada; born in Las Vegas, Nev., March 29, 1964; B.A., University of Nevada, 1986; J.D., Gonzaga University School of Law, 1990; admitted to the Nevada bar in 1990; assistant county manager, Clark County, Nev.; chief of staff to Nevada Governor Bob Miller; federal prosecutor; attorney general of Nevada 2007-2015; executive vice chancellor for the Nevada System of Higher Education; elected as a Democrat to the United States Senate in 2016 for the term ending January 3, 2023."
"NY","S000148","01036","300087","N00001093","26976","democrat","active",false,false,true,false,"III","male","white","Charles Schumer","charles-schumer","1950-11-23","1999-01-03","2023-01-03",38.892839,-77.004356,"322 Hart Senate Office Building Washington DC 20510","http://www.schumer.senate.gov","202-224-6542","https://twitter.com/SenSchumer","https://www.facebook.com/chuckschumer","https://cdn.civil.services/senate/headshots/512x512/charles-schumer.jpg","Charles Schumer, a Senator and a Representative from New York; born in Brooklyn, N.Y., November 23, 1950; attended the public schools; graduated from Madison High School, Brooklyn 1967; A.B., Harvard University 1971; J.D., Harvard Law School 1974; admitted to the New York bar in 1975; served in the New York State Assembly 1975-1980; elected as a Democrat to the Ninety-seventh and to the eight succeeding Congresses (January 3, 1981-January 3, 1999); was not a candidate in 1998 for reelection to the U.S. House of Representatives, but was elected as a Democrat to the United States Senate in 1998; reelected in 2004 and again in 2010 for the term ending January 3, 2017; chair, Democratic Senatorial Campaign Committee (2005-2008); chair, Democratic Policy and Communications Committee (2011-); chair, Joint Economic Committee (One Hundred Tenth and One Hundred Eleventh Congresses), Committee on Rules and Administration (One Hundred Eleventh to One Hundred Thirteenth Congresses)."
"NY","G000555","01866","412223","N00027658","65147","democrat","active",false,false,false,false,"I","female","white","Kirsten Gillibrand","kirsten-gillibrand","1966-12-09","2009-01-26","2019-01-03",38.892542,-77.007415,"478 Russell Senate Office Building Washington DC 20510","http://www.gillibrand.senate.gov","202-224-4451","https://twitter.com/SenGillibrand","https://www.facebook.com/KirstenGillibrand","https://cdn.civil.services/senate/headshots/512x512/kirsten-gillibrand.jpg","Kirsten Gillibrand, a Senator and a Representative from New York; born in Albany, Albany County, N.Y., December 9, 1966; A.B., Dartmouth College, Hanover, N.H., 1988; J.D., University of California Los Angeles, Los Angeles, Calif., 1991; lawyer, private practice; special counsel, United States Housing and Urban Development; elected as a Democrat to the One Hundred Tenth Congress and to the succeeding Congress, and served from January 3, 2007, to January 26, 2009, when she resigned to become a U.S. Senator; appointed January 23, 2009, to fill the vacancy caused by the resignation of Hillary Clinton; appointment took effect upon her resignation from the House of Representatives on January 26, 2009; took the oath of office on January 27, 2009; elected in 2010 in a special election for the term ending January 3, 2013; reelected in 2012 for the term ending January 3, 2019."
"OH","P000449","00924","400325","N00003682","27008","republican","active",false,false,false,false,"III","male","white","Robert Portman","robert-portman","1955-12-19","2011-01-03","2023-01-03",38.892542,-77.007415,"448 Russell Senate Office Building Washington DC 20510","http://www.portman.senate.gov","202-224-3353","https://twitter.com/SenRobPortman","https://www.facebook.com/senrobportman","https://cdn.civil.services/senate/headshots/512x512/robert-portman.jpg","Robert Portman, a Senator and a Representative from Ohio; born in Cincinnati, Hamilton County, Ohio, December 19, 1955; graduated from the Cincinnati Country Day School, Cincinnati, Ohio; graduated Dartmouth College, Hanover, N.H., B.A., 1979; graduated University of Michigan School of Law, Ann Arbor, Mich., J.D., 1984; associate counsel to President George H. W. Bush 1989; deputy assistant and director, Office of Legislative Affairs, White House Office 1989-1991; elected as a Republican to the One Hundred Third Congress, by special election, to fill the vacancy caused by the resignation of United States Representative Willis D. Gradison, Jr.; reelected to the six succeeding Congresses until his resignation on April 29, 2005 (May 4, 1993-April 29, 2005); U.S. Trade Representative, in the cabinet of President of George W. Bush 2005-2006; Director, Office of Management and Budget, in the cabinet of President George W. Bush 2006-2007; elected as a Republican to the United States Senate in 2010 for the term ending January 3, 2017."
"OH","B000944","00136","400050","N00003535","27018","democrat","active",false,false,false,false,"I","male","white","Sherrod Brown","sherrod-brown","1952-11-09","2007-01-03","2019-01-03",38.892839,-77.004356,"713 Hart Senate Office Building Washington DC 20510","http://www.brown.senate.gov","202-224-2315","https://twitter.com/SenSherrodBrown","https://www.facebook.com/sherrod","https://cdn.civil.services/senate/headshots/512x512/sherrod-brown.jpg","Sherrod Brown, a Senator and a Representative from Ohio; born in Mansfield, Richland County, Ohio, November 9, 1952; B.A., Yale University, New Haven, Conn., 1974; M.A., Ohio State University, Ohio, 1981; member of the faculty, Ohio State University, Mansfield, Ohio, 1979-1981; member of the Ohio State house of representatives, 1975-1982; Ohio secretary of state, 1983-1991; elected as a Democrat to the One Hundred Third and to the six succeeding Congresses (January 3, 1993-January 3, 2007); not a candidate for reelection to the House of Representatives but was elected as a Democrat to the United States Senate in 2006; reelected in 2012 for the term ending January 3, 2019."
"OK","L000575","02050","412464","N00031129","124938","republican","active",false,false,false,false,"III","male","white","James Lankford","james-lankford","1968-03-04","2015-01-03","2023-01-03",38.892839,-77.004356,"316 Hart Senate Office Building Washington DC 20510","http://www.lankford.senate.gov","202-224-5754","https://twitter.com/SenatorLankford","https://www.facebook.com/SenatorLankford","https://cdn.civil.services/senate/headshots/512x512/james-lankford.jpg","James Lankford, a Senator and a Representative from Oklahoma; born in Dallas, Dallas County, Tex., March 4, 1968; B.S., University of Texas, Austin, Tex., 1990; M.Div., Southwestern Theological Baptist Seminary, Ft. Worth, Tex., 1994; youth camp director, 1996-2009; elected as a Republican to the One Hundred Twelfth and to the succeeding Congress (January 3, 2011-January 3, 2015); was not a candidate for reelection to the House of Representatives but was elected as a Republican to the U.S. Senate in the November 4, 2014, special election to the unexpired portion of the term ending January 3, 2017, left vacant by the resignation of Thomas Coburn; took the oath of office on January 3, 2015."
"OK","I000024","00583","300055","N00005582","27027","republican","active",false,false,false,false,"II","male","white","James Inhofe","james-inhofe","1934-11-17","1994-11-17","2021-01-03",38.892542,-77.007415,"205 Russell Senate Office Building Washington DC 20510","http://www.inhofe.senate.gov","202-224-4721","https://twitter.com/InhofePress","https://www.facebook.com/jiminhofe","https://cdn.civil.services/senate/headshots/512x512/james-inhofe.jpg","James Inhofe, a Senator and a Representative from Oklahoma; born in Des Moines, Iowa, November 17, 1934; attended public schools in Tulsa, Okla.; B.A., University of Tulsa 1973; served in the U.S. Army 1957-1958; president, Quaker Life Insurance Company; member, Oklahoma State house of representatives 1967-1969; State Senate 1969-1977; unsuccessful candidate for Governor of Oklahoma 1974, and for the U. S. House of Representatives 1976; mayor of Tulsa 1978-1984; elected as a Republican to the One Hundredth and to the three succeeding Congresses and served from January 3, 1987, to November 15, 1994, when he resigned, having been elected to the United States Senate in the November 8, 1994, special election to the unexpired portion of the term ending January 3, 1997, left vacant by the resignation of David L. Boren; took the oath of office on November 17, 1994; elected to a full term in 1996; reelected in 2002, 2008, and again 2014 for the term ending January 3, 2021; chair, Committee on Environment and Public Works (One Hundred Eighth, One Hundred Ninth, and One Hundred Fourteenth Congresses)."
"OR","W000779","01247","300100","N00007724","27036","democrat","active",false,false,false,false,"III","male","white","Ron Wyden","ron-wyden","1949-05-03","1996-02-06","2023-01-03",38.892947,-77.075686,"221 Dirksen Senate Office Building Washington DC 20510","http://www.wyden.senate.gov","202-224-5244","https://twitter.com/RonWyden","https://www.facebook.com/wyden","https://cdn.civil.services/senate/headshots/512x512/ron-wyden.jpg","Ron Wyden, a Senator and a Representative from Oregon; born in Wichita, Sedgwick County, Kans., May 3, 1949; attended the public schools of Palo Alto, Calif.; A.B., Stanford University 1971; J.D., University of Oregon Law School in Eugene 1974; director, Oregon Legal Services for the Elderly 1977-1979; public member, Oregon State Board of Examiners of Nursing Home Administrators 1977-1979; elected as a Democrat to the Ninety-seventh and to the seven succeeding Congresses, and served from January 3, 1981, to February 5, 1996, when he resigned, having been elected to the Senate; elected to the Senate in a special election on January 30, 1996, to fill the unexpired portion of the term ending January 3, 1999, left vacant by the resignation of Robert W. Packwood, and began service on February 5, 1996; reelected in 1998, 2004 and again in 2010 for the term ending January 3, 2017; chair, Committee on Energy and Natural Resources (One Hundred Thirteenth Congress [January 3, 2013-February 12, 2014]), Committee on Finance (One Hundred Thirteenth Congress [February 12, 2014-January 3, 2015])."
"OR","M001176","01900","412325","N00029303","23644","democrat","active",false,false,false,false,"II","male","white","Jeff Merkley","jeff-merkley","1956-10-24","2009-01-03","2021-01-03",38.892839,-77.004356,"313 Hart Senate Office Building Washington DC 20510","http://www.merkley.senate.gov","202-224-3753","https://twitter.com/SenJeffMerkley","https://www.facebook.com/jeffmerkley","https://cdn.civil.services/senate/headshots/512x512/jeff-merkley.jpg","Jeff Merkley, a Senator from Oregon; born in Myrtle Creek, Ore., October 24, 1956; B.A., Stanford University, 1979; M.P.A., Princeton University, 1982; government analyst; nonprofit executive; Oregon State Representative, 1999-2008; speaker of the Oregon State House of Representative, 2007-2008; elected as a Democrat to the United States Senate in 2008; reelected in 2014 for the term ending January 3, 2021."
"PA","T000461","02085","400408","N00001489","24096","republican","active",false,false,false,false,"III","male","white","Patrick Toomey","patrick-toomey","1961-11-17","2011-01-03","2023-01-03",38.892542,-77.007415,"248 Russell Senate Office Building Washington DC 20510","http://www.toomey.senate.gov","202-224-4254","https://twitter.com/SenToomey","https://www.facebook.com/senatortoomey","https://cdn.civil.services/senate/headshots/512x512/patrick-toomey.jpg","Patrick Toomey, a Senator and a Representative from Pennsylvania; born in Providence, Providence County, R.I., November 17, 1961; graduated from LaSalle Academy, Providence, R.I.; graduated Harvard University, Cambridge, Mass., B.A., 1984; elected to Allentown, Pa., Government Study Commission 1994; elected as a Republican to the One Hundred Sixth and to the two succeeding Congresses (January 3, 1999-January 3, 2005); was not a candidate for reelection in 2004, but was an unsuccessful candidate for nomination to the United States Senate; elected as a Republican to the United States Senate in 2010 for the term ending January 3, 2017."
"PA","C001070","01828","412246","N00027503","2541","democrat","active",false,false,false,false,"I","male","white","Robert Casey","robert-casey","1960-04-13","2007-01-03","2019-01-03",38.892542,-77.007415,"393 Russell Senate Office Building Washington DC 20510","http://www.casey.senate.gov","202-224-6324","https://twitter.com/SenBobCasey","https://www.facebook.com/SenatorBobCasey","https://cdn.civil.services/senate/headshots/512x512/robert-casey.jpg","Robert Casey, a Senator from Pennsylvania; born in Scranton, Penn., April 13, 1960; graduated College of the Holy Cross 1982; J.D., Catholic University of America 1988; practiced law in Scranton; Pennsylvania auditor general 1997-2005; unsuccessful candidate for Governor 2002; Pennsylvania State Treasurer 2005-2006; elected as a Democrat to the United States Senate in 2006 for the term commencing January 3, 2007; reelected in 2012 for the term ending January 3, 2019; chair, Joint Economic Committee (One Hundred Twelfth Congress); vice chair, Joint Economic Committee (One Hundred Thirteenth Congress)."
"RI","W000802","01823","412247","N00027533","2572","democrat","active",false,false,false,false,"I","male","white","Sheldon Whitehouse","sheldon-whitehouse","1955-10-20","2007-01-03","2019-01-03",38.892839,-77.004356,"530 Hart Senate Office Building Washington DC 20510","http://www.whitehouse.senate.gov","202-224-2921","https://twitter.com/SenWhitehouse","https://www.facebook.com/SenatorWhitehouse","https://cdn.civil.services/senate/headshots/512x512/sheldon-whitehouse.jpg","Sheldon Whitehouse, a Senator from Rhode Island; born in Manhattan, N.Y., October 20, 1955; graduated Yale University 1978; J.D., University of Virginia 1982; director, Rhode Island Department of Business Regulation 1992-1994; United States attorney 1994-1998; Rhode Island State attorney general 1999-2003; unsuccessful candidate for Governor 2002; elected as a Democrat to the United States Senate in 2006 for the term commencing January 3, 2007; reelected in 2012 for the term ending January 3, 2019."
"RI","R000122","00949","300081","N00000362","27060","democrat","active",false,false,false,false,"II","male","white","Jack Reed","jack-reed","1949-11-12","1997-01-03","2021-01-03",38.892839,-77.004356,"728 Hart Senate Office Building Washington DC 20510","http://www.reed.senate.gov","202-224-4642","https://twitter.com/SenJackReed","https://www.facebook.com/SenJackReed","https://cdn.civil.services/senate/headshots/512x512/jack-reed.jpg","Jack Reed, a Senator and a Representative from Rhode Island; born in Providence, R.I., November 12, 1949; attended St. Matthew's Elementary School, Cranston, R.I.; graduated, LaSalle Academy, Providence, R.I., 1967; B.S., United States Military Academy, West Point 1971; M.P.P., Kennedy School of Government, Harvard University 1973; J.D., Harvard Law School 1982; served in the U.S. Army 1971-1979 and Army Reserve 1979-1991; associate professor, Department of Social Sciences, U.S. Military Academy 1977-1979; admitted to the Washington, D.C. bar 1983; lawyer; member, Rhode Island State Senate 1985-1990; elected as a Democrat to the One Hundred Second and to the two succeeding Congresses (January 3, 1991-January 2, 1997); was not a candidate for reelection to the House of Representatives in 1996, but was elected to the United States Senate in 1996; reelected in 2002, 2008, and again in 2014 for the term ending January 3, 2021."
"SC","S001184","02056","412471","N00031782","11940","republican","active",false,false,false,false,"III","male","african-american","Tim Scott","tim-scott","1965-09-19","2013-01-02","2023-01-03",38.892839,-77.004356,"520 Hart Senate Office Building Washington DC 20510","http://www.scott.senate.gov","202-224-6121","https://twitter.com/SenatorTimScott","https://www.facebook.com/SenatorTimScott","https://cdn.civil.services/senate/headshots/512x512/tim-scott.jpg","Tim Scott, a Senator and a Representative from South Carolina; born in North Charleston, Charleston County, S.C., September 19, 1965; attended Presbyterian College, Clinton, S.C., 1983-1984; B.S., Charleston Southern University, Charleston, S.C., 1988; entrepreneur; Charleston County, S.C. council, 1995-2008; unsuccessful candidate for the South Carolina state senate in 1996; Member of the South Carolina house of representatives, 2009-2010; elected as a Republican to the One Hundred Twelfth Congress, and served from January 3, 2011, to January 2, 2013, when he resigned to become a U.S. Senator; appointed January 2, 2013, to fill the vacancy caused by the resignation of James DeMint; appointment took effect upon his resignation from the House of Representatives on January 2, 2013; took the oath of office on January 3, 2013; elected in 2014 in a special election for the term ending January 3, 2017."
"SC","G000359","00452","300047","N00009975","21992","republican","active",false,false,false,false,"II","male","white","Lindsey Graham","lindsey-graham","1955-07-09","2003-01-03","2021-01-03",38.892542,-77.007415,"290 Russell Senate Office Building Washington DC 20510","http://www.lgraham.senate.gov","202-224-5972","https://twitter.com/GrahamBlog","https://www.facebook.com/USSenatorLindseyGraham","https://cdn.civil.services/senate/headshots/512x512/lindsey-graham.jpg","Lindsey Graham, a Senator and a Representative from South Carolina; born in Central, Pickens County, S.C., July 9, 1955; graduated from Daniel High School, Central, S.C. 1973; B.A., University of South Carolina, Columbia 1977; J.D., University of South Carolina School of Law 1981; United States Air Force 1982-1988; South Carolina Air National Guard 1989-1995; United States Air Force Reserves 1995-present; lawyer, private practice; assistant county attorney, Oconee County, S.C. 1988-1992; city attorney for Central, S.C. 1990-1994; Member of the South Carolina state house of representatives 1992-1994; elected as a Republican to the House of Representatives for the One Hundred Fourth and to the three succeeding Congresses (January 3, 1995-January 3, 2003); one of the managers appointed by the House of Representatives in 1998 to conduct the impeachment proceedings against President William Clinton; was not a candidate for reelection in 2002, but was elected as a Republican to the U.S. Senate in 2002; reelected in 2008, and again in 2014 for the term ending January 3, 2021."
